path,correlation,selectivity,query_idx,returned
D-wedge,anti,0.005,169,10
D-wedge,anti,0.005,170,10
D-wedge,anti,0.005,171,10
D-wedge,anti,0.005,172,10
D-wedge,anti,0.005,173,10
D-wedge,anti,0.005,174,10
D-wedge,anti,0.005,175,10
D-wedge,anti,0.005,176,10
D-wedge,anti,0.005,177,10
D-wedge,anti,0.005,178,10
D-wedge,anti,0.005,179,10
D-wedge,anti,0.005,180,10
D-wedge,anti,0.005,181,10
D-wedge,anti,0.005,182,10
D-wedge,anti,0.005,183,10
D-wedge,anti,0.005,184,10
D-wedge,anti,0.005,185,10
D-wedge,anti,0.005,186,10
D-wedge,anti,0.005,187,10
D-wedge,anti,0.005,188,10
D-wedge,anti,0.005,189,10
D-wedge,anti,0.005,190,10
D-wedge,anti,0.005,191,10
D-wedge,anti,0.005,192,10
D-wedge,anti,0.005,193,10
D-wedge,anti,0.005,194,10
D-wedge,anti,0.005,195,10
D-wedge,anti,0.005,196,10
D-wedge,anti,0.005,197,10
D-wedge,anti,0.005,198,10
D-wedge,anti,0.005,199,10
stream_bf,anti,0.005,0,10
stream_bf,anti,0.005,1,10
stream_bf,anti,0.005,2,10
stream_bf,anti,0.005,3,10
stream_bf,anti,0.005,4,10
stream_bf,anti,0.005,5,10
stream_bf,anti,0.005,6,10
stream_bf,anti,0.005,7,10
stream_bf,anti,0.005,8,10
stream_bf,anti,0.005,9,10
stream_bf,anti,0.005,10,10
stream_bf,anti,0.005,11,10
stream_bf,anti,0.005,12,10
stream_bf,anti,0.005,13,10
stream_bf,anti,0.005,14,10
stream_bf,anti,0.005,15,10
stream_bf,anti,0.005,16,10
stream_bf,anti,0.005,17,10
stream_bf,anti,0.005,18,10
stream_bf,anti,0.005,19,10
stream_bf,anti,0.005,20,10
stream_bf,anti,0.005,21,10
stream_bf,anti,0.005,22,10
stream_bf,anti,0.005,23,10
stream_bf,anti,0.005,24,10
stream_bf,anti,0.005,25,10
stream_bf,anti,0.005,26,10
stream_bf,anti,0.005,27,10
stream_bf,anti,0.005,28,10
stream_bf,anti,0.005,29,10
stream_bf,anti,0.005,30,10
stream_bf,anti,0.005,31,10
stream_bf,anti,0.005,32,10
stream_bf,anti,0.005,33,10
stream_bf,anti,0.005,34,10
stream_bf,anti,0.005,35,10
stream_bf,anti,0.005,36,10
stream_bf,anti,0.005,37,10
stream_bf,anti,0.005,38,10
stream_bf,anti,0.005,39,10
stream_bf,anti,0.005,40,10
stream_bf,anti,0.005,41,10
stream_bf,anti,0.005,42,10
stream_bf,anti,0.005,43,10
stream_bf,anti,0.005,44,10
stream_bf,anti,0.005,45,10
stream_bf,anti,0.005,46,10
stream_bf,anti,0.005,47,10
stream_bf,anti,0.005,48,10
stream_bf,anti,0.005,49,10
stream_bf,anti,0.005,50,10
stream_bf,anti,0.005,51,10
stream_bf,anti,0.005,52,10
stream_bf,anti,0.005,53,10
stream_bf,anti,0.005,54,10
stream_bf,anti,0.005,55,10
stream_bf,anti,0.005,56,10
stream_bf,anti,0.005,57,10
stream_bf,anti,0.005,58,10
stream_bf,anti,0.005,59,10
stream_bf,anti,0.005,60,10
stream_bf,anti,0.005,61,10
stream_bf,anti,0.005,62,10
stream_bf,anti,0.005,63,10
stream_bf,anti,0.005,64,10
stream_bf,anti,0.005,65,10
stream_bf,anti,0.005,66,10
stream_bf,anti,0.005,67,10
stream_bf,anti,0.005,68,10
stream_bf,anti,0.005,69,10
stream_bf,anti,0.005,70,10
stream_bf,anti,0.005,71,10
stream_bf,anti,0.005,72,10
stream_bf,anti,0.005,73,10
stream_bf,anti,0.005,74,10
stream_bf,anti,0.005,75,10
stream_bf,anti,0.005,76,10
stream_bf,anti,0.005,77,10
stream_bf,anti,0.005,78,10
stream_bf,anti,0.005,79,10
stream_bf,anti,0.005,80,10
stream_bf,anti,0.005,81,10
stream_bf,anti,0.005,82,10
stream_bf,anti,0.005,83,10
stream_bf,anti,0.005,84,10
stream_bf,anti,0.005,85,10
stream_bf,anti,0.005,86,10
stream_bf,anti,0.005,87,10
stream_bf,anti,0.005,88,10
stream_bf,anti,0.005,89,10
stream_bf,anti,0.005,90,10
stream_bf,anti,0.005,91,10
stream_bf,anti,0.005,92,10
stream_bf,anti,0.005,93,10
stream_bf,anti,0.005,94,10
stream_bf,anti,0.005,95,10
stream_bf,anti,0.005,96,10
stream_bf,anti,0.005,97,10
stream_bf,anti,0.005,98,10
stream_bf,anti,0.005,99,10
stream_bf,anti,0.005,100,10
stream_bf,anti,0.005,101,10
stream_bf,anti,0.005,102,10
stream_bf,anti,0.005,103,10
stream_bf,anti,0.005,104,10
stream_bf,anti,0.005,105,10
stream_bf,anti,0.005,106,10
stream_bf,anti,0.005,107,10
stream_bf,anti,0.005,108,10
stream_bf,anti,0.005,109,10
stream_bf,anti,0.005,110,10
stream_bf,anti,0.005,111,10
stream_bf,anti,0.005,112,10
stream_bf,anti,0.005,113,10
stream_bf,anti,0.005,114,10
stream_bf,anti,0.005,115,10
stream_bf,anti,0.005,116,10
stream_bf,anti,0.005,117,10
stream_bf,anti,0.005,118,10
stream_bf,anti,0.005,119,10
stream_bf,anti,0.005,120,10
stream_bf,anti,0.005,121,10
stream_bf,anti,0.005,122,10
stream_bf,anti,0.005,123,10
stream_bf,anti,0.005,124,10
stream_bf,anti,0.005,125,10
stream_bf,anti,0.005,126,10
stream_bf,anti,0.005,127,10
stream_bf,anti,0.005,128,10
stream_bf,anti,0.005,129,10
stream_bf,anti,0.005,130,10
stream_bf,anti,0.005,131,10
stream_bf,anti,0.005,132,10
stream_bf,anti,0.005,133,10
stream_bf,anti,0.005,134,10
stream_bf,anti,0.005,135,10
stream_bf,anti,0.005,136,10
stream_bf,anti,0.005,137,10
stream_bf,anti,0.005,138,10
stream_bf,anti,0.005,139,10
stream_bf,anti,0.005,140,10
stream_bf,anti,0.005,141,10
stream_bf,anti,0.005,142,10
stream_bf,anti,0.005,143,10
stream_bf,anti,0.005,144,10
stream_bf,anti,0.005,145,10
stream_bf,anti,0.005,146,10
stream_bf,anti,0.005,147,10
stream_bf,anti,0.005,148,10
stream_bf,anti,0.005,149,10
stream_bf,anti,0.005,150,10
stream_bf,anti,0.005,151,10
stream_bf,anti,0.005,152,10
stream_bf,anti,0.005,153,10
stream_bf,anti,0.005,154,10
stream_bf,anti,0.005,155,10
stream_bf,anti,0.005,156,10
stream_bf,anti,0.005,157,10
stream_bf,anti,0.005,158,10
stream_bf,anti,0.005,159,10
stream_bf,anti,0.005,160,10
stream_bf,anti,0.005,161,10
stream_bf,anti,0.005,162,10
stream_bf,anti,0.005,163,10
stream_bf,anti,0.005,164,10
stream_bf,anti,0.005,165,10
stream_bf,anti,0.005,166,10
stream_bf,anti,0.005,167,10
stream_bf,anti,0.005,168,10
stream_bf,anti,0.005,169,10
stream_bf,anti,0.005,170,10
stream_bf,anti,0.005,171,10
stream_bf,anti,0.005,172,10
stream_bf,anti,0.005,173,10
stream_bf,anti,0.005,174,10
stream_bf,anti,0.005,175,10
stream_bf,anti,0.005,176,10
stream_bf,anti,0.005,177,10
stream_bf,anti,0.005,178,10
stream_bf,anti,0.005,179,10
stream_bf,anti,0.005,180,10
stream_bf,anti,0.005,181,10
stream_bf,anti,0.005,182,10
stream_bf,anti,0.005,183,10
stream_bf,anti,0.005,184,10
stream_bf,anti,0.005,185,10
stream_bf,anti,0.005,186,10
stream_bf,anti,0.005,187,10
stream_bf,anti,0.005,188,10
stream_bf,anti,0.005,189,10
stream_bf,anti,0.005,190,10
stream_bf,anti,0.005,191,10
stream_bf,anti,0.005,192,10
stream_bf,anti,0.005,193,10
stream_bf,anti,0.005,194,10
stream_bf,anti,0.005,195,10
stream_bf,anti,0.005,196,10
stream_bf,anti,0.005,197,10
stream_bf,anti,0.005,198,10
stream_bf,anti,0.005,199,10
